Scientific Name,Accepted Symbol
Plagiobothrys kingii var. kingii,PLKIK
Plagiobothrys lamprocarpus,PLLA3
Allocarya lamprocarpa,PLLA3
Plagiobothrys leptocladus,PLLE
Allocarya leptoclada,PLLE
Plagiobothrys orthocarpus,PLLE
Plagiobothrys lithocaryus,PLLI
Allocarya lithocarya,PLLI
Plagiobothrys mollis,PLMO
Plagiobothrys mollis var. mollis,PLMOM
Allocarya mollis,PLMOM
Plagiobothrys mollis var. vestitus,PLMOV
Allocarya mollis var. vestita,PLMOV
Plagiobothrys myosotoides,PLMY
Plagiobothrys nitens,PLNI2
Plagiobothrys nothofulvus,PLNO
Plagiobothrys orientalis,PLOR
Plagiobothrys parishii,PLPA
Plagiobothrys pringlei,PLPR3
Plagiobothrys reticulatus,PLRE
Plagiobothrys reticulatus var. reticulatus,PLRE
Plagiobothrys salsus,PLSA3
Allocarya salsa,PLSA3
Plagiobothrys scouleri,PLSC2
Plagiobothrys scouleri var. cusickii,PLSCC
Allocarya cusickii,PLSCC
Plagiobothrys cusickii,PLSCC
Plagiobothrys scouleri var. hispidulus,PLSCH
Allocarya cognata,PLSCH
Allocarya hispidula,PLSCH
Allocarya scopulorum,PLSCH
Plagiobothrys cognatus,PLSCH
Plagiobothrys hispidulus,PLSCH
Plagiobothrys nelsonii,PLSCH
Plagiobothrys scopulorum,PLSCH
Plagiobothrys scouleri var. penicillatus,PLSCH
Plagiobothrys scouleri ssp. penicillatus,PLSCH
Plagiobothrys scouleri var. scouleri,PLSCS
Allocarya californica,PLSCS
Allocarya granulata,PLSCS
Allocarya scouleri,PLSCS
Plagiobothrys granulatus,PLSCS
Plagiobothrys reticulatus var. rossianorum,PLSCS
Plagiobothrys scriptus,PLSC3
Allocarya scripta,PLSC3
Plagiobothrys shastensis,PLSH
Plagiobothrys stipitatus,PLST
Plagiobothrys stipitatus var. micranthus,PLSTM
Allocarya stipitata ssp. micrantha,PLSTM
Plagiobothrys stipitatus var. stipitatus,PLSTS
Allocarya stipitata,PLSTS
Plagiobothrys strictus,PLST2
Allocarya stricta,PLST2
Plagiobothrys tenellus,PLTE
Plagiobothrys asper,PLTE
Plagiobothrys tener,PLTE2
Plagiobothrys tener var. subglaber,PLTES
Plagiobothrys tener var. tener,PLTET
Allocarya tener,PLTET
Plagiobothrys tener var. fallax,PLTET
Plagiobothrys torreyi,PLTO
Plagiobothrys torreyi var. diffusus,PLTOD
Allocarya diffusa,PLTOD
Plagiobothrys diffusus,PLTOD
Plagiobothrys torreyi var. torreyi,PLTOT
Plagiobothrys trachycarpus,PLTR
Allocarya trachycarpa,PLTR
Plagiobothrys uncinatus,PLUN
Plagiobothrys undulatus,PLUN2
Allocarya undulata,PLUN2
Plagiobothrys chorisianus var. undulatus,PLUN2
Plagiobryum,PLAGI5
Plagiobryum demissum,PLDE70
Plagiobryum zieri,PLZI
Plagiochasma,PLAGI4
Plagiochasma crenulatum,PLCR4
Plagiochasma cuneatum,PLCU6
Plagiochasma intermedium,PLIN12
Plagiochasma landii,PLLA11
Plagiochasma rupestre,PLRU7
Plagiochasma wrightii,PLWR3
Plagiochila,PLAGI2
Plagiochila acanthophylla,PLAC5
Plagiochila acanthophylla ssp. ciliigera,PLACC
Plagiochila arctica,PLAR8
Plagiochila arctica var. arctica,PLARA
Plagiochila arctica var. intermedia,PLARI
Plagiochila arctica var. subarctica,PLARS
Plagiochila aspleniformis,PLAS5
Plagiochila asplenioides,PLAS6
Plagiochila austini,PLAU10
Plagiochila caduciloba,PLCA18
Plagiochila columbiana,PLCO21
Plagiochila corniculata,PLCO22
Plagiochila diffusa,PLDI5
Plagiochila dubia,PLDU3
Plagiochila dubia var. dubia,PLDUD
Plagiochila dubia var. integrifolia,PLDUI
Plagiochila euryphyllon,PLEU
Plagiochila euryphyllon ssp. echinata,PLEUE
Plagiochila floridana,PLFL6
Plagiochila hypnoides,PLHY8
Plagiochila invisus,PLIN13
Plagiochila ludoviciana,PLLU2
Plagiochila miradorensis,PLMI8
Plagiochila miradorensis var. convoluta,PLMIC
Plagiochila miradorensis var. miradorensis,PLMIM2
Plagiochila porelloides,PLPO4
Plagiochila satoi,PLSA8
Plagiochila schofieldiana,PLSC8
Plagiochila semidecurrens,PLSE6
Plagiochila semidecurrens var. alaskana,PLSEA
Plagiochila semidecurrens var. semidecurrens,PLSES
Plagiochila sharpii,PLSH3
Plagiochila sharpii ssp. sharpii,PLSHS
Plagiochila sharpii ssp. yakusimensis,PLSHY
Plagiochila sullivantii,PLSU12
Plagiochila sullivantii var. spinigera,PLSUS
Plagiochila sullivantii var. sullivantii,PLSUS2
Plagiochila undata,PLUN6
Plagiochila undata ssp. crispata,PLUNC
Plagiochila undata ssp. undata,PLUNU
Plagiochila virginica,PLVI3
Plagiochila virginica var. caroliniana,PLVIC
Plagiochila virginica var. euryphylla,PLVIE
Plagiochila virginica var. virginica,PLVIV2
Plagiochila yokogurensis,PLYO
Plagiochila yokogurensis ssp. fragilifolia,PLYOF
Plagiomnium,PLAGI7
Plagiomnium carolinianum,PLCA11
Mnium carolinianum,PLCA11
Plagiomnium ciliare,PLCI3
Mnium affine var. ciliare,PLCI3
Mnium ciliare,PLCI3
Plagiomnium cuspidatum,PLCU4
Mnium cuspidatum,PLCU4
Mnium cuspidatum var. tenellum,PLCU4
Mnium sylvaticum,PLCU4
Plagiomnium drummondii,PLDR
Mnium drummondii,PLDR
Plagiomnium ellipticum,PLEL2
Mnium affine var. integrifolium,PLEL2
Mnium affine var. rugicum,PLEL2
Mnium ellipticum,PLEL2
Mnium rugicum,PLEL2
Plagiomnium rugicum,PLEL2
Plagiomnium insigne,PLIN11
Mnium insigne,PLIN11
Mnium insigne var. intermedium,PLIN11
Plagiomnium medium,PLME4
Plagiomnium medium var. curvatulum,PLMEC
Mnium curvatulum,PLMEC
Mnium medium ssp. boreale,PLMEC
Mnium medium ssp. curvatulum,PLMEC
Mnium medium var. curvatulum,PLMEC
Mnium medium var. integrifolium,PLMEC
Plagiomnium medium ssp. curvatulum,PLMEC
Plagiomnium medium var. medium,PLMEM2
Mnium medium,PLMEM2
Plagiomnium rostratum,PLRO5
Mnium longirostre,PLRO5
Mnium rostratum,PLRO5
Plagiomnium venustum,PLVE
Mnium venustum,PLVE
Plagiopus,PLAGI8
Plagiopus oederianus,PLOE3
Bartramia oederi,PLOE3
Plagiopus oederiana,PLOE3
Plagiopus oederi,PLOE3
Plagiopus oederi var. alpina,PLOE3
Plagiothecium,PLAGI3
Plagiothecium berggrenianum,PLBE
Plagiothecium cavifolium,PLCA15
Plagiothecium cavifolium var. fallax,PLCA15
Plagiothecium fallax,PLCA15
Plagiothecium neglectum,PLCA15
Plagiothecium platyphyllum,PLCA15
Plagiothecium roeseanum,PLCA15
Plagiothecium succulentum,PLCA15
Plagiothecium sylvaticum var. orthocladium,PLCA15
Plagiothecium sylvaticum var. roeseanum,PLCA15
Plagiothecium sylvaticum var. succulentum,PLCA15
Plagiothecium denticulatum,PLDE2
Plagiothecium denticulatum var. bullulae,PLDE2
Plagiothecium denticulatum var. donii,PLDE2
Plagiothecium denticulatum var. majus,PLDE2
Plagiothecium denticulatum var. obtusifolium,PLDE2
Plagiothecium denticulatum var. undulatum,PLDE2
Plagiothecium ruthei,PLDE2
Plagiothecium laetum,PLLA8
Plagiothecium curvifolium,PLLA8
Plagiothecium denticulatum var. aptychus,PLLA8
Plagiothecium denticulatum var. laetum,PLLA8
Plagiothecium denticulatum var. tenellum,PLLA8
Plagiothecium latebricola,PLLA9
Isopterygium latebricola,PLLA9
Plagiothecium piliferum,PLPI2
Isopterygium piliferum,PLPI2
Plagiotheciella pilifera,PLPI2
Plagiothecium undulatum,PLUN4
Plagiothecium undulatum var. myurum,PLUN4
Planchonella,PLANC
Planchonella calcarea,PLCA4
Pouteria calcarea,PLCA4
Planchonella obovata,"PLOB5,POOB8"
Pouteria obovata,"PLOB5,POOB8"
Pouteria obovata,"PLOB5,POOB8"
Planchonella sandwicensis,"PLSA2,POSA11"
Planchonella auahiensis,"PLSA2,POSA11"
Planchonella aurantia,"PLSA2,POSA11"
Planchonella auahiensis var. aurantia,"PLSA2,POSA11"
Planchonella ceresolii,"PLSA2,POSA11"
Planchonella puulupensis,"PLSA2,POSA11"
Planchonella rhynchosperma,"PLSA2,POSA11"
Planchonella spathulata,"PLSA2,POSA11"
Planchonella spathulata var. densiflora,"PLSA2,POSA11"
Planchonella spathulata var. molokaiensis,"PLSA2,POSA11"
Pouteria aurantia,"PLSA2,POSA11"
Pouteria auahiensis,"PLSA2,POSA11"
Pouteria ceresolii,"PLSA2,POSA11"
Pouteria rhynchosperma,"PLSA2,POSA11"
Pouteria sandwicensis,"PLSA2,POSA11"
Pouteria spathulata,"PLSA2,POSA11"
Pouteria sandwicensis,"PLSA2,POSA11"
Planera,PLANE
Planera aquatica,PLAQ
Plantago,PLANT
Plantago afra,PLAF
Plantago cynops,PLAF
Plantago arenaria,PLAR6
Plantago indica,PLAR6
Plantago psyllium,PLAR6
Plantago scabra,PLAR6
Plantago argyrea,PLAR9
Plantago argyraea,PLAR9
Plantago purshii var. argyraea,PLAR9
Plantago purshii var. argyrea,PLAR9
Plantago aristata,PLAR3
Plantago aristata var. nuttallii,PLAR3
Plantago patagonica var. aristata,PLAR3
Plantago australis,PLAU4
Plantago australis ssp. hirtella,PLAUH
Plantago hirtella,PLAUH
Plantago hirtella var. galeottiana,PLAUH
Plantago hirtella ssp. galeottiana,PLAUH
Plantago hirtella var. mollior,PLAUH
Plantago bigelovii,PLBI2
Plantago bigelovii ssp. bigelovii,PLBIB
Plantago bigelovii ssp. californica,PLBIC
Plantago californica,PLBIC
Plantago canescens,PLCA3
Plantago canescens var. cylindrica,PLCA3
Plantago septata,PLCA3
Plantago cordata,PLCO2
Plantago coronopus,PLCO3
Plantago coronopus ssp. commutata,PLCO3
Plantago debilis,PLDE
Plantago elongata,PLEL
Plantago elongata ssp. elongata,PLELE
Plantago elongata ssp. pentasperma,PLELP
Plantago erecta,PLER3
Plantago erecta ssp. rigidior,PLER3
Plantago hookeriana var. californica,PLER3
Plantago patagonica var. californica,PLER3
Plantago eriopoda,PLER
Plantago shastensis,PLER
Plantago firma,PLFI3
Plantago truncata ssp. firma,PLFI3
Plantago hawaiensis,PLHA2
Plantago hawaiensis var. laxa,PLHA2
Plantago helleri,PLHE
Plantago heterophylla,PLHE2
Plantago hookeriana,PLHO
Plantago lanceolata,PLLA
Plantago altissima,PLLA
Plantago lanceolata var. sphaerostachya,PLLA
Plantago macrocarpa,PLMA
Plantago major,PLMA2
Plantago asiatica,PLMA2
Plantago halophila,PLMA2
Plantago intermedia,PLMA2
Plantago major var. asiatica,PLMA2
Plantago major var. intermedia,PLMA2
Plantago major ssp. intermedia,PLMA2
Plantago major var. pachyphylla,PLMA2
Plantago major var. pilgeri,PLMA2
Plantago major var. scopulorum,PLMA2
Plantago maritima,PLMA3
Plantago maritima ssp. serpentina,PLMAS2
Plantago maritima var. californica,PLMAC2
Plantago juncoides var. californica,PLMAC2
Plantago maritima var. juncoides,PLMAJ
Plantago juncoides,PLMAJ
Plantago juncoides var. decipiens,PLMAJ
Plantago juncoides var. glauca,PLMAJ
Plantago juncoides var. laurentiana,PLMAJ
Plantago maritima ssp. borealis,PLMAJ
Plantago maritima ssp. juncoides,PLMAJ
Plantago oliganthos,PLMAJ
Plantago oliganthos var. fallax,PLMAJ
Plantago media,PLME
Plantago media var. monnieri,PLME
Plantago ovata,PLOV
Plantago brunnea,PLOV
Plantago fastigiata,PLOV
Plantago gooddingii,PLOV
Plantago insularis,PLOV
Plantago insularis var. fastigiata,PLOV
Plantago insularis var. scariosa,PLOV
Plantago minima,PLOV
Plantago pachyphylla,PLPA4
Plantago glabrifolia,PLPA4
Plantago grayana,PLPA4
Plantago grayana var. abrotanelloides,PLPA4
Plantago hillebrandii,PLPA4
Plantago krajinae,PLPA4
Plantago melanochrous,PLPA4
Plantago muscicola,PLPA4
Plantago pachyphylla var. maviensis,PLPA4
Plantago pachyphylla var. rotundifolia,PLPA4
Plantago patagonica,PLPA2
Plantago patagonica var. breviscapa,PLPA2
Plantago patagonica var. gnaphalioides,PLPA2
Plantago patagonica var. oblonga,PLPA2
Plantago patagonica var. spinulosa,PLPA2
Plantago picta,PLPA2
Plantago purshii,PLPA2
Plantago purshii var. breviscapa,PLPA2
Plantago purshii var. oblonga,PLPA2
Plantago purshii var. picta,PLPA2
Plantago purshii var. spinulosa,PLPA2
Plantago spinulosa,PLPA2
Plantago wyomingensis,PLPA2
Plantago princeps,PLPR
Plantago princeps var. anomala,PLPRA2
Plantago princeps var. hirtella,PLPRA2
Plantago princeps var. laxiflora,PLPRL
Plantago princeps var. denticulata,PLPRL
Plantago princeps var. longibracteata,PLPRL2
Plantago princeps var. acaulis,PLPRL2
Plantago princeps var. elata,PLPRL2
Plantago princeps var. princeps,PLPRP
Plantago princeps var. queleniana,PLPRP
Plantago pusilla,PLPU
Plantago hybrida,PLPU
Plantago pusilla var. major,PLPU
Plantago rhodosperma,PLRH
Plantago rugelii,PLRU
Plantago rugelii var. asperula,PLRUA
Plantago rugelii var. rugelii,PLRUR
Plantago sparsiflora,PLSP
Plantago subnuda,PLSU2
Plantago tweedyi,PLTW
Plantago eriopoda var. tweedyi,PLTW
Plantago virginica,PLVI
Plantago virginica var. viridescens,PLVI
Plantago wrightiana,PLWR
Plantago hookeriana var. nuda,PLWR
Platanthera,PLATA2
Platanthera ×andrewsii,PLAN
Habenaria ×andrewsii,PLAN
Habenaria lacera var. terrae-novae,PLAN
Platanthera lacera var. terrae-novae,PLAN
Platanthera ×apalachicola,PLAP3
Platanthera ×bicolor,PLBI
Habenaria bicolor,PLBI
Platanthera ×lueri,PLBI
Platanthera ×canbyi,PLCA8
Habenaria ×canbyi,PLCA8
Platanthera ×beckneri,PLCA8
Platanthera pallida,PLCA8
Platanthera ×channellii,PLCH5
Platanthera ×correllii,PLCO23
Platanthera ×estesii,PLES3
Platanthera ×hollandiae,PLHO6
Platanthera ×lassenii,PLLA13
Platanthera ×media,PLME2
Habenaria dilatata var. media,PLME2
Habenaria media,PLME2
Limnorchis media,PLME2
Platanthera convallariifolia var. dilatatoides,PLME2
Platanthera dilatata var. chlorantha,PLME2
Platanthera ×osceola,PLOS
Platanthera ×reznicekii,PLRE8
Platanthera ×shriveri,PLSH4
Platanthera ×keenanii,PLSH4
Platanthera ×vossii,PLVO
Platanthera aquilonis,"PLAQ2,PLHY2"
Habenaria hyperborea,"PLAQ2,PLHY2"
Platanthera hyperborea,"PLAQ2,PLHY2"
Platanthera hyperborea,"PLAQ2,PLHY2"
Limnorchis hyperborea,"PLAQ2,PLHY2"
Platanthera hyperborea var. hyperborea,"PLAQ2,PLHY2"
Platanthera hyperborea var. minor,"PLAQ2,PLHY2"
Platanthera aquilonis × purpurascens,PLAQ4
Platanthera ×evansiana,PLAQ4
Platanthera aquilonis × tescamnis,PLAQ3
Platanthera ×smithii,PLAQ3
Platanthera blephariglottis,PLBL
Platanthera blephariglottis var. blephariglottis,PLBLB
Blephariglotis blephariglottis,PLBLB
Habenaria blephariglottis,PLBLB
Platanthera blephariglottis var. conspicua,PLBLC
Blephariglotis conspicua,PLBLC
Habenaria blephariglottis var. conspicua,PLBLC
Platanthera conspicua,PLBLC
Platanthera brevifolia,PLBR3
Habenaria sparsiflora var. brevifolia,PLBR3
Platanthera sparsiflora var. brevifolia,PLBR3
Platanthera chapmanii,PLCH2
Blephariglotis chapmanii,PLCH2
Habenaria ×chapmanii,PLCH2
Platanthera chorisiana,PLCH3
Habenaria chorisiana,PLCH3
Platanthera ciliaris,PLCI2
Blephariglotis ciliaris,PLCI2
Habenaria ciliaris,PLCI2
Platanthera clavellata,PLCL
Gymnadeniopsis clavellata,PLCL
Habenaria clavellata,PLCL
Habenaria clavellata var. ophioglossoides,PLCL
Habenaria clavellata var. wrightii,PLCL
Platanthera cristata,PLCR
Blephariglotis cristata,PLCR
Habenaria cristata,PLCR
Platanthera dilatata,PLDI3
Piperia dilatata,PLDI3
Platanthera dilatata var. albiflora,PLDIA
Habenaria dilatata var. albiflora,PLDIA
Limnorchis dilatata ssp. albiflora,PLDIA
Platanthera dilatata var. dilatata,PLDID
Habenaria dilatata,PLDID
Limnorchis dilatata,PLDID
Platanthera dilatata var. angustifolia,PLDID
Platanthera dilatata var. leucostachys,PLDIL
Habenaria dilatata var. leucostachys,PLDIL
Habenaria leucostachys,PLDIL
Limnorchis graminifolia,PLDIL
Platanthera leucostachys,PLDIL
Platanthera dilatata var. leucostachys × yosemitensis,PLDI4
Platanthera ×folsomii,PLDI4
Platanthera flava,PLFL
Platanthera flava var. flava,PLFLF
Habenaria flava,PLFLF
Habenaria scutellata,PLFLF
Perularia bidentata,PLFLF
Perularia flava,PLFLF
Perularia scutellata,PLFLF
Platanthera flava var. herbiola,PLFLH
Habenaria flava var. herbiola,PLFLH
Habenaria flava var. virescens,PLFLH
Platanthera gracilis,PLGR6
Habenaria sparsiflora var. laxiflora,PLGR6
Platanthera hyperborea var. gracilis,PLGR6
Platanthera grandiflora,PLGR2
Blephariglotis grandiflora,PLGR2
Habenaria fimbriata,PLGR2
Habenaria grandiflora,PLGR2
Habenaria psycodes var. grandiflora,PLGR2
Platanthera grandiflora × psycodes,PLGR12
Platanthera ×enigma,PLGR12
Platanthera holochila,PLHO4
Habenaria holochila,PLHO4
Peristylus holochila,PLHO4
Platanthera hookeri,PLHO3
Habenaria hookeri,PLHO3
Habenaria hookeri var. abbreviata,PLHO3
Lysias hookeriana,PLHO3
Platanthera huronensis,PLHU2
Habenaria huronensis,PLHU2
Habenaria hyperborea var. huronensis,PLHU2
Platanthera hyperborea var. huronensis,PLHU2
Platanthera hyperborea var. major,PLHU2
Platanthera integra,PLIN5
Gymnadeniopsis integra,PLIN5
Habenaria integra,PLIN5
Platanthera integrilabia,PLIN6
Habenaria blephariglottis var. integrilabia,PLIN6
Habenaria correlliana,PLIN6
Habenaria correllii,PLIN6
Platanthera lacera,PLLA2
Blephariglotis lacera,PLLA2
Habenaria lacera,PLLA2
Platanthera leucophaea,PLLE2
Blephariglotis leucophaea,PLLE2
Habenaria leucophaea,PLLE2
Platanthera limosa,PLLI3
Habenaria limosa,PLLI3
Limnorchis thurberi,PLLI3
Platanthera macrophylla,PLMA9
Habenaria macrophylla,PLMA9
Habenaria orbiculata var. macrophylla,PLMA9
Platanthera orbiculata var. macrophylla,PLMA9
Platanthera nivea,PLNI
Gymnadeniopsis nivea,PLNI
Habenaria nivea,PLNI
Platanthera obtusata,PLOB
Platanthera obtusata ssp. obtusata,PLOBO3
Habenaria obtusata,PLOBO3
Habenaria obtusata var. collectanea,PLOBO3
Lysiella obtusata,PLOBO3
Platanthera obtusata ssp. oligantha,PLOBO2
Platanthera oligantha,PLOBO2
Platanthera orbiculata,PLOR4
Habenaria orbiculata,PLOR4
Habenaria orbiculata var. lehorsii,PLOR4
Habenaria orbiculata var. menziesii,PLOR4
Lysias orbiculata,PLOR4
Platanthera peramoena,"PLPE,PLPS2"
Blephariglotis peramoena,"PLPE,PLPS2"
Habenaria peramoena,"PLPE,PLPS2"
Platanthera fissa,"PLPE,PLPS2"
Platanthera fissa,"PLPE,PLPS2"
Platanthera psycodes,"PLPE,PLPS2"
Blephariglotis psycodes,"PLPE,PLPS2"
Habenaria fissa,"PLPE,PLPS2"
Habenaria fissa,"PLPE,PLPS2"
Habenaria psycodes,"PLPE,PLPS2"
Orchis fissa,"PLPE,PLPS2"
Orchis incisa,"PLPE,PLPS2"
Platanthera incisa,"PLPE,PLPS2"
Platanthera praeclara,PLPR4
Habenaria leucophaea var. praeclara,PLPR4
Platanthera purpurascens,PLPU7
Limnorchis purpurascens,PLPU7
Platanthera hyperborea var. purpurascens,PLPU7
Platanthera sparsiflora,PLSP2
Platanthera sparsiflora × tescamnis,PLSP8
Platanthera ×kelleyi,PLSP8
Platanthera sparsiflora var. ensifolia,PLSPE
Limnorchis ensifolia,PLSPE
Platanthera sparsiflora var. sparsiflora,PLSPS
Habenaria sparsiflora,PLSPS
Limnorchis sparsiflora,PLSPS
Platanthera stricta,PLST4
Habenaria hyperborea var. viridiflora,PLST4
Habenaria saccata,PLST4
Habenaria stricta,PLST4
Limnorchis saccata,PLST4
Limnorchis stricta,PLST4
Limnorchis viridiflora,PLST4
Platanthera convallariifolia,PLST4
Platanthera dilatata var. gracilis,PLST4
Platanthera hyperborea var. viridiflora,PLST4
Platanthera saccata,PLST4
Platanthera tescamnis,PLTE5
Platanthera tipuloides,PLTI
Platanthera tipuloides var. behringiana,PLTIB
Habenaria behringiana,PLTIB
Platanthera yosemitensis,PLYO2
Platanthera zothecina,PLZO
Habenaria zothecina,PLZO
Limnorchis zothecina,PLZO
Platanus,PLATA
Platanus ×hispanica,PLHI
Platanus ×acerifolia,PLHI
Platanus densicoma,PLHI
Platanus hybrida,PLHI
Platanus orientalis var. acerifolia,PLHI
Platanus pyramidalis,PLHI
Platanus occidentalis,PLOC
Platanus occidentalis var. glabrata,PLOC
Platanus orientalis,PLOR6
Platanus racemosa,PLRA
Platanus wrightii,PLWR2
Platanus racemosa var. wrightii,PLWR2
Plateilema,PLATE
Plateilema palmeri,PLPA9
Platismatia,PLATI2
Platismatia glauca,PLGL60
Cetraria glauca,PLGL60
Platismatia herrei,"PLHE60,PLTU"
Cetraria herrei,"PLHE60,PLTU"
Cetraria tuckermanii,"PLHE60,PLTU"
Cetraria tuckermanii,"PLHE60,PLTU"
Platismatia tuckermanii,"PLHE60,PLTU"
Cetraria atlantica,"PLHE60,PLTU"
Cetraria lacunosa var. atlantica,"PLHE60,PLTU"
Platismatia lacunosa,PLLA6
Cetraria lacunosa,PLLA6
Platismatia norvegica,PLNO60
Cetraria norvegica,PLNO60
Platismatia stenophylla,PLST6
Cetraria stenophylla,PLST6
Platonia,PLATO
Platonia esculenta,PLES
Aristoclesia esculenta,PLES
Platonia insignis,PLES
Platycarya,PLATY14
Platycarya strobilacea,PLST9
Platycerium,PLATY15
Platycerium bifurcatum,PLBI3
Platycerium superbum,PLSU13
Platycladus,PLATY6
Platycladus orientalis,PLOR80
Biota orientalis,PLOR80
Thuja orientalis,PLOR80
Thuja orientalis var. aurea,PLOR80
Platycodon,PLATY4
Platycodon grandiflorus,PLGR7
Platycodon grandiflorum,PLGR7
Platydesma,PLATY
Platydesma cornuta,PLCO6
Platydesma cornuta var. cornuta,PLCOC2
Platydesma cornuta var. decurrens,PLCOD
Platydesma remyi,PLRE4
Platydesma rostrata,PLRO2
Platydesma spathulata,PLSP3
Platydesma spathulata var. pallida,PLSP3
Platydesma spathulata var. pubescens,PLSP3
Platydictya,PLATY9
Platydictya confervoides,PLCO14
Amblystegiella confervoides,PLCO14
Platydictya jungermannioides,PLJU2
Amblystegiella jungermannioides,PLJU2
Amblystegiella sprucei,PLJU2
Platydictya minutissima,PLMI4
Amblystegiella minutissima,PLMI4
Platydictya jungermannioides var. minutissima,PLMI4
Platydictya subtilis,PLSU5
Amblystegiella subtilis,PLSU5
Platygraphopsis,PLATY11
Platygraphopsis interrupta,PLIN9
Platygyrium,PLATY10
Platygyrium fuscoluteum,PLFU2
Platygyrium repens,PLRE5
Platygyrium orthoclados,PLRE5
Platygyrium repens var. ascendens,PLRE5
Platygyrium repens var. orthoclados,PLRE5
Platyhypnidium,PLATY12
Platyhypnidium pringlei,PLPR6
Eurhynchium pringlei,PLPR6
Platyhypnidium pringei,PLPR6
Platyhypnidium riparioides,PLRI4
Eurhynchium riparioides,PLRI4
Eurhynchium rusciforme,PLRI4
Oxyrrhynchium riparioides,PLRI4
Oxyrrhynchium rusciforme,PLRI4
Platyhypnidium riparoides,PLRI4
Rhynchostegium riparioides,PLRI4
Rhynchostegium rusciforme,PLRI4
Platylomella,PLATY13
Platylomella lescurii,PLLE3
Sciaromium lescurii,PLLE3
Platyschkuhria,PLATY5
Platyschkuhria integrifolia,PLIN7
Platyschkuhria integrifolia var. desertorum,PLIND
Bahia nudicaulis var. desertorum,PLIND
Platyschkuhria integrifolia var. integrifolia,PLINI
Bahia nudicaulis,PLINI
Platyschkuhria integrifolia var. oblongifolia,PLINO
Bahia nudicaulis var. oblongifolia,PLINO
Bahia oblongifolia,PLINO
Platyschkuhria oblongifolia,PLINO
Platyschkuhria integrifolia var. ourolepis,PLINO2
Bahia nudicaulis var. ourolepis,PLINO2
Bahia ourolepis,PLINO2
Platystemon,PLATY3
Platystemon californicus,PLCA5
Platystemon arizonicus,PLCA5
Platystemon californicus var. ciliatus,PLCA5
Platystemon californicus var. crinitus,PLCA5
Platystemon californicus var. horridulus,PLCA5
Platystemon californicus var. nutans,PLCA5
Platystemon californicus var. ornithopus,PLCA5
Platystemon confinis,PLCA5
Platystemon mohavensis,PLCA5
Platystigma,PLATY8
Platystigma linearis,PLLI4
Hesperomecon linearis,PLLI4
Meconella linearis,PLLI4
Meconella linearis var. pulchella,PLLI4
Platythelys,PLATY7
Platythelys querceticola,PLQU
Erythrodes querceticola,PLQU
Physurus querceticola,PLQU
Platythelys sagraeanus,PLSA11
Physurus sagraeanus,PLSA11
Plaubelia,PLAUB
Neohyophila,PLAUB
Plaubelia sprengelii,PLSP9
Desmatodon sprengelii,PLSP9
Hyophilopsis sprengelii,PLSP9
Neohyophila sprengelii,PLSP9
Plecostachys,PLECO
Plecostachys serpyllifolia,PLSE7
Plectocarpon,PLECT3
Plectocarpon lichenum,PLLI5
Plectocarpon nephromeum,PLNE4
Plectrachne,PLECT4
Plectrachne bynoei,PLBY
Plectrachne schinzii,PLSC7
Plectranthus,PLECT2
Plectranthus amboinicus,PLAM2
Coleus amboinicus,PLAM2
